KindOfOperation,KindOfSpace,RoomsAmount,LocationRating,Size,Price,Standard,Floor,City,UserRoomsAmount,UserPrice,UserStandard,UserLocationRating,IsGoodOfert
W,P,1.00,5.00,20.00,1680.00,5.00,9.00,Poznañ,1.00,2520.00,5.00,0.00,0
K,M,1.00,5.00,22.00,35112.00,5.00,6.00,Lublin,0.00,43428.00,1.00,5.00,0
K,M,3.00,4.00,63.00,259096.32,4.00,0.00,Gdañsk,5.00,312439.68,0.00,2.00,0
K,M,2.00,2.00,44.00,37255.68,3.00,3.00,Poznañ,2.00,29272.32,2.00,2.00,0
W,P,1.00,3.00,23.00,927.36,4.00,4.00,£ódŸ,1.00,1391.04,5.00,3.00,0
W,P,1.00,5.00,20.00,336.00,1.00,7.00,Gdañsk,1.00,504.00,4.00,5.00,0
K,M,5.00,4.00,105.00,568713.60,4.00,9.00,Bia³ystok,4.00,825552.00,5.00,3.00,0
W,P,1.00,3.00,22.00,1774.08,4.00,1.00,£ódŸ,1.00,887.04,1.00,4.00,0
K,M,5.00,5.00,100.00,197400.00,1.00,9.00,Poznañ,5.00,155400.00,3.00,5.00,0
W,P,1.00,5.00,22.00,2217.60,4.00,3.00,Wroc³aw,1.00,2217.60,1.00,0.00,0
W,M,5.00,1.00,95.00,6384.00,4.00,8.00,Wroc³aw,2.00,12768.00,5.00,4.00,0
K,M,2.00,5.00,40.00,86688.00,3.00,5.00,£ódŸ,2.00,96768.00,4.00,4.00,0
W,M,3.00,1.00,54.00,2449.44,3.00,2.00,Kraków,2.00,3265.92,0.00,4.00,0
W,P,1.00,4.00,18.00,1451.52,4.00,7.00,£ódŸ,1.00,1451.52,0.00,3.00,0
W,M,5.00,4.00,100.00,26880.00,4.00,10.00,£ódŸ,0.00,26880.00,0.00,5.00,0
K,M,5.00,2.00,110.00,378840.00,5.00,0.00,Lublin,2.00,351120.00,2.00,5.00,0
W,M,3.00,3.00,66.00,19958.40,5.00,1.00,Bydgoszcz,2.00,19958.40,1.00,1.00,0
W,M,1.00,2.00,25.00,168.00,1.00,6.00,Warszawa,3.00,336.00,3.00,0.00,0
W,M,1.00,5.00,21.00,2822.40,4.00,9.00,Poznañ,1.00,1411.20,1.00,5.00,0
W,M,1.00,5.00,21.00,3528.00,5.00,2.00,Warszawa,0.00,1764.00,3.00,5.00,0
W,P,1.00,1.00,24.00,806.40,5.00,4.00,Gdañsk,1.00,806.40,2.00,0.00,0
K,M,1.00,2.00,19.00,17236.80,5.00,8.00,Kraków,3.00,14364.00,4.00,1.00,0
W,M,2.00,3.00,38.00,3064.32,4.00,0.00,Wroc³aw,5.00,3064.32,3.00,0.00,0
W,M,1.00,2.00,25.00,756.00,3.00,8.00,Lublin,3.00,504.00,3.00,2.00,0
W,M,4.00,1.00,76.00,3064.32,2.00,0.00,Lublin,2.00,4085.76,4.00,5.00,0
W,P,1.00,2.00,19.00,383.04,2.00,2.00,Szczecin,1.00,255.36,5.00,3.00,0
W,P,1.00,3.00,23.00,1391.04,4.00,6.00,Wroc³aw,1.00,927.36,3.00,4.00,0
W,P,1.00,5.00,23.00,1545.60,2.00,7.00,Lublin,1.00,1545.60,0.00,0.00,0
W,M,1.00,5.00,18.00,2268.00,5.00,1.00,Gdañsk,3.00,3024.00,3.00,1.00,0
W,M,4.00,4.00,84.00,18063.36,4.00,4.00,Gdañsk,4.00,27095.04,3.00,3.00,0
K,M,2.00,3.00,44.00,39916.80,3.00,10.00,Szczecin,0.00,63866.88,1.00,2.00,0
W,P,1.00,1.00,25.00,336.00,2.00,6.00,£ódŸ,1.00,252.00,3.00,1.00,0
K,M,4.00,3.00,72.00,74027.52,1.00,10.00,Gdañsk,0.00,93623.04,5.00,0.00,0
W,M,3.00,4.00,54.00,13063.68,4.00,5.00,Warszawa,5.00,13063.68,3.00,3.00,0
K,M,3.00,2.00,63.00,37149.84,1.00,7.00,Kraków,4.00,36197.28,2.00,2.00,0
W,M,2.00,3.00,38.00,4596.48,3.00,3.00,Szczecin,2.00,2298.24,5.00,3.00,0
K,M,4.00,2.00,88.00,201062.40,5.00,3.00,£ódŸ,1.00,195148.80,3.00,0.00,0
W,P,1.00,5.00,18.00,907.20,2.00,4.00,Gdañsk,1.00,1209.60,3.00,4.00,0
W,M,4.00,4.00,80.00,6451.20,1.00,1.00,Wroc³aw,5.00,4300.80,4.00,1.00,0
W,M,1.00,3.00,25.00,252.00,1.00,0.00,Bydgoszcz,4.00,504.00,0.00,1.00,0
W,P,1.00,4.00,24.00,2580.48,4.00,7.00,Lublin,1.00,2580.48,3.00,0.00,0
K,M,3.00,2.00,60.00,120960.00,5.00,0.00,Szczecin,3.00,145152.00,3.00,5.00,0
K,M,1.00,1.00,19.00,4117.68,3.00,6.00,Poznañ,5.00,2968.56,5.00,2.00,0
K,M,5.00,1.00,95.00,179550.00,5.00,2.00,£ódŸ,5.00,123690.00,1.00,1.00,0
W,P,1.00,5.00,20.00,1008.00,2.00,10.00,Gdañsk,1.00,1344.00,3.00,2.00,0
W,M,2.00,3.00,38.00,6128.64,4.00,6.00,Wroc³aw,0.00,6128.64,2.00,2.00,0
W,M,3.00,1.00,57.00,3447.36,3.00,9.00,Kraków,2.00,1723.68,1.00,1.00,0
W,M,4.00,2.00,72.00,9676.80,5.00,5.00,Bydgoszcz,5.00,19353.60,0.00,2.00,0
W,M,2.00,2.00,38.00,3830.40,5.00,5.00,Szczecin,0.00,5107.20,4.00,3.00,0
K,M,2.00,5.00,40.00,62496.00,3.00,9.00,Lublin,1.00,100800.00,5.00,3.00,0
W,M,4.00,3.00,80.00,9676.80,2.00,5.00,Szczecin,1.00,9676.80,0.00,4.00,0
W,M,4.00,5.00,76.00,10214.40,1.00,1.00,Wroc³aw,3.00,7660.80,5.00,0.00,0
W,P,1.00,1.00,23.00,347.76,3.00,1.00,Bydgoszcz,1.00,231.84,2.00,3.00,0
W,P,1.00,3.00,19.00,1915.20,5.00,4.00,Lublin,1.00,1915.20,4.00,3.00,0
W,P,1.00,4.00,18.00,241.92,1.00,3.00,Bydgoszcz,1.00,362.88,2.00,0.00,0
W,M,3.00,3.00,54.00,3265.92,1.00,3.00,£ódŸ,4.00,1632.96,4.00,3.00,0
W,P,1.00,3.00,24.00,1814.40,5.00,8.00,Bia³ystok,1.00,1814.40,3.00,0.00,0
K,M,4.00,5.00,80.00,185472.00,1.00,7.00,Wroc³aw,3.00,149184.00,5.00,5.00,0
K,M,3.00,4.00,63.00,277385.47,4.00,3.00,Bia³ystok,2.00,323616.38,4.00,4.00,0
K,M,3.00,1.00,66.00,68191.20,5.00,7.00,Bydgoszcz,5.00,78170.40,2.00,4.00,0
W,M,2.00,2.00,40.00,4300.80,4.00,3.00,Kraków,4.00,3225.60,1.00,5.00,0
W,M,5.00,3.00,90.00,22680.00,5.00,1.00,Lublin,3.00,34020.00,2.00,3.00,0
W,M,2.00,4.00,38.00,5107.20,5.00,10.00,Bydgoszcz,2.00,5107.20,1.00,4.00,0
W,M,3.00,3.00,60.00,1814.40,1.00,6.00,Gdañsk,3.00,3628.80,0.00,1.00,0
W,M,1.00,1.00,21.00,529.20,5.00,1.00,Bia³ystok,4.00,352.80,3.00,1.00,0
K,M,2.00,3.00,38.00,18960.48,1.00,8.00,Wroc³aw,3.00,20109.60,2.00,2.00,0
W,M,4.00,1.00,76.00,6128.64,4.00,6.00,Warszawa,2.00,4085.76,1.00,4.00,0
W,M,3.00,2.00,60.00,7257.60,3.00,8.00,Bia³ystok,2.00,5443.20,0.00,1.00,0
W,M,1.00,1.00,23.00,386.40,5.00,2.00,Warszawa,5.00,386.40,1.00,2.00,0
W,P,1.00,4.00,22.00,887.04,3.00,9.00,Kraków,1.00,1774.08,4.00,1.00,0
K,M,5.00,5.00,110.00,637560.00,2.00,4.00,Gdañsk,3.00,526680.00,3.00,0.00,0
W,M,1.00,5.00,21.00,1058.40,2.00,1.00,Kraków,4.00,705.60,0.00,1.00,0
K,M,3.00,4.00,57.00,137894.40,4.00,5.00,Poznañ,4.00,211438.08,3.00,0.00,0
W,P,1.00,1.00,24.00,362.88,3.00,5.00,Warszawa,1.00,241.92,3.00,2.00,0
K,M,3.00,2.00,57.00,55157.76,2.00,6.00,Gdañsk,1.00,74118.24,5.00,2.00,0
W,M,2.00,4.00,38.00,7660.80,5.00,9.00,Wroc³aw,5.00,7660.80,5.00,5.00,0
W,M,3.00,2.00,57.00,1723.68,1.00,9.00,Poznañ,3.00,2298.24,1.00,2.00,0
K,M,4.00,5.00,76.00,183859.20,2.00,8.00,£ódŸ,1.00,209395.20,4.00,1.00,0
W,P,1.00,2.00,21.00,564.48,4.00,3.00,Warszawa,1.00,1128.96,2.00,4.00,0
K,M,2.00,1.00,42.00,24766.56,3.00,0.00,Wroc³aw,1.00,31116.96,4.00,1.00,0
W,M,4.00,5.00,84.00,22579.20,2.00,1.00,£ódŸ,1.00,11289.60,3.00,2.00,0
W,P,1.00,1.00,24.00,120.96,1.00,7.00,Bia³ystok,1.00,80.64,4.00,3.00,0
W,M,3.00,2.00,66.00,5322.24,2.00,7.00,Kraków,2.00,2661.12,1.00,2.00,0
W,P,1.00,5.00,24.00,1612.80,2.00,2.00,Poznañ,1.00,1209.60,2.00,5.00,0
W,M,2.00,3.00,44.00,887.04,1.00,3.00,Wroc³aw,2.00,1330.56,2.00,4.00,0
K,M,3.00,4.00,60.00,193536.00,5.00,8.00,Szczecin,5.00,272160.00,5.00,2.00,0
K,M,2.00,5.00,38.00,126403.20,4.00,1.00,Gdañsk,4.00,141724.80,1.00,4.00,0
K,M,4.00,1.00,84.00,45158.40,2.00,2.00,Poznañ,1.00,51932.16,4.00,4.00,0
W,M,1.00,5.00,24.00,806.40,2.00,10.00,Wroc³aw,3.00,806.40,5.00,0.00,0
K,M,4.00,4.00,72.00,278691.84,3.00,10.00,Szczecin,1.00,267079.68,2.00,0.00,0
W,P,1.00,3.00,18.00,544.32,2.00,5.00,Bydgoszcz,1.00,725.76,4.00,1.00,0
W,P,1.00,4.00,22.00,443.52,1.00,6.00,Warszawa,1.00,591.36,0.00,4.00,0
W,M,1.00,3.00,19.00,383.04,2.00,6.00,Warszawa,1.00,383.04,1.00,1.00,0
W,M,4.00,3.00,80.00,9676.80,2.00,9.00,Bydgoszcz,1.00,9676.80,0.00,5.00,0
K,M,1.00,1.00,21.00,4974.48,2.00,5.00,Kraków,0.00,4762.80,4.00,3.00,0
W,P,1.00,5.00,18.00,907.20,3.00,10.00,Kraków,1.00,907.20,5.00,3.00,0
K,M,2.00,4.00,42.00,115153.92,4.00,9.00,Gdañsk,1.00,115153.92,4.00,4.00,0
W,P,1.00,5.00,18.00,2268.00,5.00,3.00,Kraków,1.00,1512.00,2.00,0.00,0
W,P,1.00,5.00,24.00,3225.60,4.00,7.00,Warszawa,1.00,1612.80,1.00,4.00,0
K,M,3.00,4.00,60.00,179020.80,4.00,3.00,Lublin,1.00,169344.00,2.00,4.00,0
W,P,1.00,1.00,20.00,134.40,2.00,6.00,Gdañsk,1.00,268.80,5.00,2.00,0
W,M,3.00,4.00,60.00,2419.20,1.00,6.00,Bydgoszcz,3.00,4838.40,3.00,1.00,0
K,M,1.00,3.00,22.00,9535.68,2.00,3.00,Szczecin,3.00,9979.20,3.00,4.00,0
W,P,1.00,4.00,18.00,725.76,2.00,1.00,Bydgoszcz,1.00,483.84,2.00,5.00,0
K,M,5.00,4.00,95.00,225036.00,1.00,4.00,Gdañsk,2.00,234612.00,1.00,2.00,0
K,M,4.00,4.00,72.00,261273.60,3.00,0.00,Szczecin,4.00,243855.36,3.00,0.00,0
W,P,1.00,3.00,24.00,725.76,2.00,5.00,Lublin,1.00,483.84,1.00,3.00,0
K,M,1.00,3.00,23.00,4173.12,1.00,1.00,Bydgoszcz,3.00,4289.04,0.00,1.00,0
K,M,3.00,3.00,57.00,37059.12,1.00,0.00,Szczecin,2.00,29302.56,0.00,3.00,0
W,M,4.00,2.00,88.00,9461.76,2.00,9.00,Wroc³aw,3.00,7096.32,2.00,5.00,0
K,M,3.00,3.00,54.00,48988.80,1.00,1.00,Kraków,4.00,40415.76,1.00,0.00,0
W,P,1.00,5.00,25.00,2520.00,3.00,7.00,Wroc³aw,1.00,1890.00,1.00,2.00,0
W,P,1.00,3.00,18.00,1451.52,4.00,2.00,Gdañsk,1.00,1088.64,0.00,0.00,0
W,M,1.00,3.00,21.00,846.72,4.00,10.00,Lublin,4.00,846.72,2.00,5.00,0
K,M,3.00,1.00,57.00,49412.16,2.00,0.00,Warszawa,1.00,41368.32,2.00,3.00,0
K,M,4.00,3.00,84.00,206938.37,2.00,9.00,Bia³ystok,2.00,132088.32,1.00,4.00,0
K,M,1.00,3.00,20.00,8467.20,2.00,10.00,£ódŸ,1.00,7660.80,4.00,3.00,0
K,M,3.00,1.00,66.00,29272.32,2.00,6.00,Bydgoszcz,5.00,19958.40,1.00,0.00,0
W,P,1.00,3.00,18.00,181.44,1.00,4.00,Wroc³aw,1.00,272.16,2.00,4.00,0
K,M,4.00,3.00,84.00,422682.62,4.00,1.00,Bia³ystok,4.00,422682.62,0.00,3.00,0
W,M,2.00,5.00,42.00,6350.40,3.00,5.00,Bydgoszcz,4.00,8467.20,3.00,2.00,0
W,M,4.00,5.00,88.00,17740.80,2.00,2.00,£ódŸ,1.00,11827.20,1.00,1.00,0
W,M,5.00,2.00,105.00,21168.00,3.00,5.00,Lublin,2.00,21168.00,0.00,0.00,0
W,P,1.00,5.00,20.00,672.00,1.00,10.00,Gdañsk,1.00,336.00,3.00,1.00,0
W,P,1.00,2.00,18.00,725.76,3.00,4.00,Gdañsk,1.00,362.88,3.00,3.00,0
W,M,1.00,3.00,22.00,997.92,3.00,0.00,Gdañsk,5.00,997.92,2.00,5.00,0
W,P,1.00,4.00,23.00,927.36,2.00,6.00,Wroc³aw,1.00,927.36,2.00,2.00,0
K,M,5.00,2.00,110.00,360360.00,3.00,8.00,Bia³ystok,3.00,309909.60,4.00,3.00,0
K,M,1.00,2.00,20.00,20092.80,5.00,0.00,Bia³ystok,1.00,20092.80,2.00,1.00,0
K,M,5.00,5.00,110.00,679140.00,2.00,3.00,Kraków,4.00,595980.00,5.00,5.00,0
W,M,5.00,5.00,105.00,70560.00,4.00,0.00,Kraków,1.00,52920.00,3.00,4.00,0
W,P,1.00,1.00,19.00,319.20,5.00,10.00,Warszawa,1.00,478.80,4.00,2.00,0
W,P,1.00,4.00,25.00,1344.00,2.00,8.00,Kraków,1.00,1008.00,1.00,0.00,0
W,P,1.00,4.00,25.00,1512.00,3.00,7.00,Poznañ,1.00,2016.00,0.00,4.00,0
W,P,1.00,4.00,25.00,672.00,1.00,2.00,Poznañ,1.00,336.00,0.00,3.00,0
W,P,1.00,2.00,21.00,211.68,1.00,10.00,Gdañsk,1.00,211.68,5.00,1.00,0
K,M,3.00,3.00,60.00,87091.20,3.00,9.00,Lublin,3.00,100699.20,2.00,5.00,0
K,M,3.00,3.00,66.00,209563.20,4.00,8.00,Kraków,1.00,209563.20,0.00,5.00,0
K,M,2.00,4.00,36.00,49351.68,3.00,5.00,Lublin,3.00,50803.20,5.00,2.00,0
W,P,1.00,1.00,18.00,90.72,1.00,1.00,Poznañ,1.00,90.72,3.00,0.00,0
W,M,2.00,3.00,42.00,846.72,1.00,4.00,£ódŸ,0.00,846.72,1.00,5.00,0
W,M,1.00,2.00,22.00,887.04,3.00,0.00,Lublin,1.00,887.04,2.00,4.00,0
W,M,4.00,4.00,80.00,17203.20,2.00,8.00,Gdañsk,1.00,8601.60,3.00,4.00,0
W,M,3.00,2.00,54.00,1088.64,1.00,0.00,Szczecin,0.00,1088.64,5.00,5.00,0
W,M,2.00,3.00,42.00,2540.16,3.00,7.00,Warszawa,5.00,5080.32,1.00,2.00,0
K,M,1.00,1.00,18.00,8164.80,4.00,5.00,Gdañsk,4.00,5987.52,5.00,0.00,0
K,M,5.00,2.00,105.00,882000.00,5.00,2.00,Warszawa,5.00,864360.00,4.00,1.00,0
W,M,1.00,2.00,24.00,645.12,2.00,5.00,Wroc³aw,3.00,483.84,0.00,1.00,0
K,M,3.00,5.00,60.00,199584.00,3.00,6.00,£ódŸ,2.00,222264.00,0.00,5.00,0
W,P,1.00,1.00,20.00,403.20,3.00,2.00,Kraków,1.00,201.60,0.00,5.00,0
W,M,3.00,1.00,54.00,1088.64,2.00,6.00,£ódŸ,2.00,1632.96,4.00,0.00,0
W,P,1.00,1.00,24.00,161.28,2.00,6.00,Kraków,1.00,241.92,3.00,2.00,0
K,M,3.00,5.00,66.00,117255.60,1.00,10.00,Wroc³aw,0.00,77338.80,5.00,4.00,0
K,M,4.00,3.00,72.00,52254.72,1.00,9.00,£ódŸ,4.00,71124.48,1.00,0.00,0
W,M,1.00,2.00,22.00,443.52,3.00,10.00,Bia³ystok,5.00,665.28,1.00,1.00,0
W,M,3.00,4.00,63.00,12700.80,5.00,1.00,Szczecin,4.00,12700.80,1.00,5.00,0
K,M,1.00,4.00,18.00,5443.20,1.00,6.00,Poznañ,4.00,4233.60,2.00,4.00,0
W,P,1.00,2.00,23.00,231.84,1.00,4.00,Gdañsk,1.00,154.56,4.00,1.00,0
W,P,1.00,1.00,21.00,141.12,1.00,4.00,Warszawa,1.00,105.84,3.00,4.00,0
K,M,1.00,4.00,21.00,25966.08,4.00,5.00,Lublin,0.00,19192.32,3.00,2.00,0
W,P,1.00,1.00,22.00,443.52,3.00,10.00,Gdañsk,1.00,443.52,2.00,1.00,0
W,M,2.00,1.00,44.00,2956.80,5.00,8.00,£ódŸ,1.00,2956.80,1.00,3.00,0
W,P,1.00,5.00,18.00,1209.60,2.00,9.00,Bia³ystok,1.00,907.20,0.00,0.00,0
K,M,1.00,4.00,20.00,47376.00,5.00,3.00,Wroc³aw,4.00,37296.00,1.00,0.00,0
W,P,1.00,2.00,25.00,756.00,3.00,9.00,Bydgoszcz,1.00,1008.00,2.00,1.00,0
W,P,1.00,4.00,24.00,1612.80,5.00,2.00,Lublin,1.00,2419.20,2.00,5.00,0
K,M,3.00,5.00,54.00,261273.60,3.00,5.00,Warszawa,2.00,293932.80,2.00,4.00,0
W,P,1.00,2.00,23.00,927.36,3.00,10.00,Poznañ,1.00,927.36,0.00,4.00,0
W,M,1.00,4.00,24.00,2419.20,5.00,2.00,Gdañsk,1.00,3225.60,0.00,4.00,0
W,M,3.00,5.00,60.00,13608.00,3.00,5.00,Warszawa,2.00,13608.00,4.00,1.00,0
W,M,3.00,2.00,66.00,13305.60,5.00,9.00,Warszawa,4.00,6652.80,0.00,1.00,0
W,M,2.00,3.00,40.00,6048.00,5.00,8.00,Gdañsk,3.00,4032.00,4.00,1.00,0
W,M,5.00,2.00,90.00,30240.00,5.00,7.00,Gdañsk,0.00,30240.00,1.00,3.00,0
W,P,1.00,4.00,19.00,1532.16,4.00,8.00,Warszawa,1.00,2042.88,0.00,2.00,0
W,M,2.00,5.00,38.00,2553.60,1.00,5.00,Wroc³aw,5.00,1915.20,1.00,3.00,0
W,P,1.00,4.00,20.00,806.40,3.00,8.00,Szczecin,1.00,1209.60,2.00,1.00,0
W,P,1.00,3.00,20.00,604.80,2.00,9.00,Wroc³aw,1.00,403.20,0.00,2.00,0
W,P,1.00,3.00,23.00,1391.04,4.00,10.00,Bydgoszcz,1.00,927.36,2.00,2.00,0
K,M,2.00,2.00,36.00,39626.50,3.00,8.00,Bia³ystok,5.00,32078.59,2.00,1.00,0
W,M,3.00,2.00,66.00,3991.68,3.00,9.00,Wroc³aw,2.00,7983.36,3.00,5.00,0
K,M,3.00,1.00,54.00,49533.12,4.00,8.00,Bia³ystok,2.00,58024.51,1.00,5.00,0
W,P,1.00,1.00,21.00,141.12,2.00,7.00,Warszawa,1.00,211.68,3.00,2.00,0
W,P,1.00,3.00,24.00,725.76,2.00,7.00,Bydgoszcz,1.00,725.76,4.00,1.00,0
W,M,3.00,4.00,60.00,2419.20,1.00,7.00,£ódŸ,1.00,2419.20,5.00,5.00,0
W,M,3.00,1.00,54.00,816.48,1.00,5.00,Wroc³aw,1.00,816.48,1.00,4.00,0
W,M,3.00,1.00,54.00,5443.20,5.00,5.00,Gdañsk,3.00,5443.20,1.00,2.00,0
W,M,1.00,1.00,18.00,241.92,2.00,10.00,Bia³ystok,0.00,120.96,4.00,3.00,0
W,M,5.00,4.00,90.00,9072.00,1.00,8.00,£ódŸ,5.00,6048.00,3.00,2.00,0
W,M,3.00,3.00,63.00,11430.72,3.00,8.00,Bia³ystok,1.00,5715.36,0.00,1.00,0
W,M,1.00,3.00,19.00,861.84,3.00,4.00,Kraków,3.00,861.84,4.00,3.00,0
K,M,2.00,2.00,40.00,8870.40,1.00,6.00,Szczecin,2.00,8870.40,2.00,3.00,0
W,P,1.00,1.00,20.00,336.00,5.00,5.00,Poznañ,1.00,504.00,4.00,5.00,0
K,M,3.00,5.00,63.00,392931.00,5.00,10.00,Wroc³aw,0.00,416745.00,4.00,1.00,0
W,M,2.00,1.00,42.00,846.72,3.00,10.00,Bydgoszcz,1.00,1693.44,4.00,5.00,0
W,P,1.00,2.00,21.00,635.04,3.00,9.00,Kraków,1.00,846.72,4.00,0.00,0
W,M,5.00,2.00,110.00,3696.00,1.00,10.00,Bydgoszcz,4.00,3696.00,1.00,5.00,0
K,M,4.00,1.00,76.00,97036.80,5.00,1.00,Lublin,1.00,94483.20,2.00,5.00,0
W,P,1.00,1.00,24.00,362.88,3.00,5.00,Wroc³aw,1.00,241.92,1.00,4.00,0
W,M,5.00,1.00,90.00,6048.00,2.00,0.00,Szczecin,1.00,4536.00,1.00,5.00,0
W,P,1.00,4.00,20.00,1075.20,2.00,5.00,Bydgoszcz,1.00,806.40,4.00,2.00,0
W,M,5.00,1.00,95.00,4788.00,2.00,8.00,Kraków,4.00,6384.00,4.00,1.00,0
W,P,1.00,1.00,22.00,221.76,2.00,3.00,Wroc³aw,1.00,221.76,0.00,2.00,0
K,M,2.00,3.00,38.00,12640.32,1.00,4.00,Lublin,1.00,14555.52,2.00,4.00,0
W,M,3.00,5.00,57.00,11491.20,2.00,2.00,Warszawa,0.00,5745.60,1.00,1.00,0
W,M,2.00,1.00,40.00,1612.80,4.00,10.00,Kraków,3.00,2150.40,2.00,4.00,0
W,P,1.00,1.00,24.00,161.28,2.00,1.00,Poznañ,1.00,241.92,3.00,3.00,0
K,M,5.00,4.00,105.00,635040.00,4.00,4.00,Kraków,1.00,931392.00,3.00,3.00,0
K,M,2.00,5.00,36.00,29635.20,1.00,6.00,Szczecin,2.00,24192.00,1.00,1.00,0
W,M,5.00,1.00,100.00,1680.00,1.00,0.00,Bia³ystok,3.00,2520.00,5.00,4.00,0
W,M,3.00,3.00,63.00,9525.60,5.00,3.00,Bydgoszcz,5.00,19051.20,4.00,0.00,0
K,M,5.00,3.00,90.00,306180.00,3.00,10.00,Gdañsk,3.00,398034.00,3.00,0.00,0
W,P,1.00,1.00,19.00,255.36,4.00,7.00,Kraków,1.00,510.72,0.00,2.00,0
W,P,1.00,5.00,19.00,1276.80,4.00,3.00,Szczecin,1.00,1915.20,4.00,2.00,0
W,P,1.00,3.00,25.00,1260.00,5.00,5.00,Lublin,1.00,1890.00,0.00,3.00,0
K,M,5.00,1.00,90.00,111132.00,3.00,7.00,Poznañ,4.00,108864.00,1.00,3.00,0
K,M,1.00,5.00,20.00,8232.00,1.00,9.00,Szczecin,2.00,5712.00,0.00,0.00,0
W,M,4.00,4.00,84.00,27095.04,4.00,0.00,Bia³ystok,1.00,27095.04,3.00,4.00,0
W,P,1.00,1.00,18.00,362.88,3.00,2.00,Bydgoszcz,1.00,272.16,4.00,3.00,0
W,P,1.00,4.00,21.00,846.72,2.00,2.00,Szczecin,1.00,1128.96,2.00,3.00,0
W,P,1.00,1.00,21.00,423.36,4.00,9.00,£ódŸ,1.00,564.48,2.00,2.00,0
K,M,4.00,2.00,80.00,151603.20,2.00,4.00,Gdañsk,2.00,148377.60,2.00,0.00,0
W,P,1.00,4.00,23.00,1391.04,3.00,1.00,Wroc³aw,1.00,927.36,2.00,5.00,0
W,P,1.00,5.00,23.00,772.80,2.00,2.00,Poznañ,1.00,772.80,3.00,0.00,0
W,M,3.00,5.00,54.00,16329.60,3.00,3.00,Lublin,1.00,12247.20,2.00,5.00,0
W,M,1.00,2.00,19.00,766.08,4.00,4.00,Lublin,1.00,1021.44,2.00,4.00,0
K,M,5.00,4.00,100.00,329280.00,2.00,1.00,Poznañ,0.00,315840.00,0.00,1.00,0
W,M,1.00,5.00,20.00,1344.00,2.00,10.00,Bia³ystok,3.00,1344.00,3.00,4.00,0
W,M,1.00,2.00,22.00,739.20,5.00,0.00,Poznañ,1.00,1478.40,5.00,1.00,0
W,M,1.00,3.00,22.00,221.76,1.00,9.00,Kraków,5.00,221.76,4.00,4.00,0
W,P,1.00,4.00,24.00,322.56,1.00,0.00,Lublin,1.00,645.12,0.00,3.00,0
W,M,2.00,4.00,36.00,5806.08,4.00,3.00,Bia³ystok,5.00,7741.44,1.00,1.00,0
K,M,1.00,2.00,24.00,3790.08,1.00,2.00,Bydgoszcz,1.00,3548.16,1.00,3.00,0
W,P,1.00,5.00,23.00,1159.20,3.00,1.00,£ódŸ,1.00,1738.80,1.00,4.00,0
W,P,1.00,1.00,22.00,221.76,3.00,2.00,Szczecin,1.00,443.52,4.00,4.00,0
W,P,1.00,4.00,18.00,483.84,2.00,4.00,Warszawa,1.00,967.68,4.00,1.00,0
K,M,3.00,5.00,54.00,91854.00,1.00,4.00,Wroc³aw,1.00,73483.20,1.00,5.00,0
W,P,1.00,4.00,22.00,1774.08,3.00,9.00,Warszawa,1.00,887.04,1.00,1.00,0
W,M,1.00,3.00,25.00,1890.00,5.00,0.00,Gdañsk,5.00,2520.00,0.00,1.00,0
W,M,4.00,4.00,88.00,9461.76,2.00,3.00,Gdañsk,5.00,18923.52,3.00,0.00,0
W,P,1.00,1.00,24.00,322.56,4.00,5.00,Wroc³aw,1.00,322.56,0.00,3.00,0
W,P,1.00,5.00,22.00,3696.00,5.00,2.00,Lublin,1.00,2772.00,1.00,3.00,0
W,M,4.00,5.00,76.00,15321.60,2.00,5.00,Bydgoszcz,0.00,15321.60,1.00,1.00,0
K,M,1.00,2.00,25.00,17472.00,5.00,5.00,Bia³ystok,3.00,18018.00,2.00,0.00,0
W,M,3.00,1.00,63.00,952.56,1.00,8.00,Warszawa,2.00,952.56,2.00,0.00,0
K,M,1.00,2.00,21.00,15664.32,4.00,2.00,Wroc³aw,0.00,13547.52,1.00,5.00,0
K,M,1.00,2.00,19.00,11491.20,4.00,3.00,Gdañsk,4.00,16470.72,3.00,5.00,0
W,P,1.00,1.00,19.00,383.04,3.00,7.00,Kraków,1.00,191.52,0.00,5.00,0
W,P,1.00,1.00,19.00,383.04,4.00,5.00,Bydgoszcz,1.00,383.04,2.00,1.00,0
K,M,3.00,1.00,66.00,51559.20,5.00,8.00,Szczecin,5.00,54885.60,3.00,2.00,0
W,M,4.00,3.00,84.00,5080.32,1.00,6.00,Szczecin,4.00,3386.88,5.00,2.00,0
W,M,3.00,2.00,60.00,4838.40,4.00,2.00,Poznañ,4.00,9676.80,0.00,5.00,0
W,P,1.00,5.00,21.00,1764.00,5.00,5.00,Kraków,1.00,3528.00,5.00,1.00,0
W,P,1.00,1.00,23.00,309.12,4.00,6.00,Poznañ,1.00,618.24,1.00,2.00,0
W,P,1.00,2.00,23.00,618.24,2.00,2.00,Lublin,1.00,463.68,4.00,2.00,0
W,M,3.00,1.00,54.00,1088.64,2.00,7.00,Bydgoszcz,5.00,2177.28,2.00,2.00,0
K,M,3.00,1.00,60.00,41731.20,3.00,10.00,Szczecin,3.00,30844.80,1.00,3.00,0
W,P,1.00,3.00,22.00,1108.80,5.00,3.00,Gdañsk,1.00,1663.20,4.00,4.00,0
